,Country,Year,Month,Pollutant,GHG,Element,Temperature
34335,United Kingdom,2016,October,Methane,51541.238,Standard Deviation,1.042
34336,United Kingdom,2016,November,Methane,51541.238,Temperature change,-0.349
34337,United Kingdom,2016,November,Methane,51541.238,Standard Deviation,0.95
34338,United Kingdom,2016,December,Methane,51541.238,Temperature change,1.979
34339,United Kingdom,2016,December,Methane,51541.238,Standard Deviation,1.269
34340,United Kingdom,2017,January,Methane,51965.791,Temperature change,1.242
34341,United Kingdom,2017,January,Methane,51965.791,Standard Deviation,1.442
34342,United Kingdom,2017,February,Methane,51965.791,Temperature change,2.377
34343,United Kingdom,2017,February,Methane,51965.791,Standard Deviation,1.576
34344,United Kingdom,2017,March,Methane,51965.791,Temperature change,2.575
34345,United Kingdom,2017,March,Methane,51965.791,Standard Deviation,1.359
34346,United Kingdom,2017,April,Methane,51965.791,Temperature change,1.191
34347,United Kingdom,2017,April,Methane,51965.791,Standard Deviation,0.845
34348,United Kingdom,2017,May,Methane,51965.791,Temperature change,2.208
34349,United Kingdom,2017,May,Methane,51965.791,Standard Deviation,0.949
34350,United Kingdom,2017,June,Methane,51965.791,Temperature change,1.762
34351,United Kingdom,2017,June,Methane,51965.791,Standard Deviation,0.914
34352,United Kingdom,2017,July,Methane,51965.791,Temperature change,1.016
34353,United Kingdom,2017,July,Methane,51965.791,Standard Deviation,0.873
34354,United Kingdom,2017,August,Methane,51965.791,Temperature change,0.573
34355,United Kingdom,2017,August,Methane,51965.791,Standard Deviation,0.958
34356,United Kingdom,2017,September,Methane,51965.791,Temperature change,0.368
34357,United Kingdom,2017,September,Methane,51965.791,Standard Deviation,0.929
34358,United Kingdom,2017,October,Methane,51965.791,Temperature change,1.719
34359,United Kingdom,2017,October,Methane,51965.791,Standard Deviation,1.042
34360,United Kingdom,2017,November,Methane,51965.791,Temperature change,0.311
34361,United Kingdom,2017,November,Methane,51965.791,Standard Deviation,0.95
34362,United Kingdom,2017,December,Methane,51965.791,Temperature change,0.399
34363,United Kingdom,2017,December,Methane,51965.791,Standard Deviation,1.269
34364,United Kingdom,2018,January,Methane,51936.279,Temperature change,1.315
34365,United Kingdom,2018,January,Methane,51936.279,Standard Deviation,1.442
34366,United Kingdom,2018,February,Methane,51936.279,Temperature change,-0.411
34367,United Kingdom,2018,February,Methane,51936.279,Standard Deviation,1.576
34368,United Kingdom,2018,March,Methane,51936.279,Temperature change,-0.733
34369,United Kingdom,2018,March,Methane,51936.279,Standard Deviation,1.359
34370,United Kingdom,2018,April,Methane,51936.279,Temperature change,1.507
34371,United Kingdom,2018,April,Methane,51936.279,Standard Deviation,0.845
34372,United Kingdom,2018,May,Methane,51936.279,Temperature change,2.024
34373,United Kingdom,2018,May,Methane,51936.279,Standard Deviation,0.949
34374,United Kingdom,2018,June,Methane,51936.279,Temperature change,1.874
34375,United Kingdom,2018,June,Methane,51936.279,Standard Deviation,0.914
34376,United Kingdom,2018,July,Methane,51936.279,Temperature change,2.78
34377,United Kingdom,2018,July,Methane,51936.279,Standard Deviation,0.873
34378,United Kingdom,2018,August,Methane,51936.279,Temperature change,1.163
34379,United Kingdom,2018,August,Methane,51936.279,Standard Deviation,0.958
34380,United Kingdom,2018,September,Methane,51936.279,Temperature change,0.21
34381,United Kingdom,2018,September,Methane,51936.279,Standard Deviation,0.929
34382,United Kingdom,2018,October,Methane,51936.279,Temperature change,0.249
34383,United Kingdom,2018,October,Methane,51936.279,Standard Deviation,1.042
34384,United Kingdom,2018,November,Methane,51936.279,Temperature change,1.776
34385,United Kingdom,2018,November,Methane,51936.279,Standard Deviation,0.95
34386,United Kingdom,2018,December,Methane,51936.279,Temperature change,2.03
34387,United Kingdom,2018,December,Methane,51936.279,Standard Deviation,1.269
34446,Chile,1990,January,Carbon dioxide,33490.132000000005,Temperature change,0.18
34447,Chile,1990,January,Carbon dioxide,33490.132000000005,Standard Deviation,0.577
34448,Chile,1990,February,Carbon dioxide,33490.132000000005,Temperature change,0.653
34449,Chile,1990,February,Carbon dioxide,33490.132000000005,Standard Deviation,0.543
34450,Chile,1990,March,Carbon dioxide,33490.132000000005,Temperature change,-0.086
34451,Chile,1990,March,Carbon dioxide,33490.132000000005,Standard Deviation,0.574
34452,Chile,1990,April,Carbon dioxide,33490.132000000005,Temperature change,-0.336
34453,Chile,1990,April,Carbon dioxide,33490.132000000005,Standard Deviation,0.601
34454,Chile,1990,May,Carbon dioxide,33490.132000000005,Temperature change,0.055
34455,Chile,1990,May,Carbon dioxide,33490.132000000005,Standard Deviation,0.521
34456,Chile,1990,June,Carbon dioxide,33490.132000000005,Temperature change,0.264
34457,Chile,1990,June,Carbon dioxide,33490.132000000005,Standard Deviation,0.639
34458,Chile,1990,July,Carbon dioxide,33490.132000000005,Temperature change,0.28
34459,Chile,1990,July,Carbon dioxide,33490.132000000005,Standard Deviation,0.661
34460,Chile,1990,August,Carbon dioxide,33490.132000000005,Temperature change,0.699
34461,Chile,1990,August,Carbon dioxide,33490.132000000005,Standard Deviation,0.509
34462,Chile,1990,September,Carbon dioxide,33490.132000000005,Temperature change,0.189
34463,Chile,1990,September,Carbon dioxide,33490.132000000005,Standard Deviation,0.485
34464,Chile,1990,October,Carbon dioxide,33490.132000000005,Temperature change,0.352
34465,Chile,1990,October,Carbon dioxide,33490.132000000005,Standard Deviation,0.365
34466,Chile,1990,November,Carbon dioxide,33490.132000000005,Temperature change,-0.308
34467,Chile,1990,November,Carbon dioxide,33490.132000000005,Standard Deviation,0.42
34468,Chile,1990,December,Carbon dioxide,33490.132000000005,Temperature change,-0.293
34469,Chile,1990,December,Carbon dioxide,33490.132000000005,Standard Deviation,0.516
34470,Chile,1991,January,Carbon dioxide,32360.885,Temperature change,0.018
34471,Chile,1991,January,Carbon dioxide,32360.885,Standard Deviation,0.577
34472,Chile,1991,February,Carbon dioxide,32360.885,Temperature change,0.16
34473,Chile,1991,February,Carbon dioxide,32360.885,Standard Deviation,0.543
34474,Chile,1991,March,Carbon dioxide,32360.885,Temperature change,0.199
34475,Chile,1991,March,Carbon dioxide,32360.885,Standard Deviation,0.574
34476,Chile,1991,April,Carbon dioxide,32360.885,Temperature change,0.452
34477,Chile,1991,April,Carbon dioxide,32360.885,Standard Deviation,0.601
34478,Chile,1991,May,Carbon dioxide,32360.885,Temperature change,0.478
34479,Chile,1991,May,Carbon dioxide,32360.885,Standard Deviation,0.521
34480,Chile,1991,June,Carbon dioxide,32360.885,Temperature change,0.218
34481,Chile,1991,June,Carbon dioxide,32360.885,Standard Deviation,0.639
34482,Chile,1991,July,Carbon dioxide,32360.885,Temperature change,-0.107
34483,Chile,1991,July,Carbon dioxide,32360.885,Standard Deviation,0.661
34484,Chile,1991,August,Carbon dioxide,32360.885,Temperature change,-0.508
34485,Chile,1991,August,Carbon dioxide,32360.885,Standard Deviation,0.509
34486,Chile,1991,September,Carbon dioxide,32360.885,Temperature change,0.527
34487,Chile,1991,September,Carbon dioxide,32360.885,Standard Deviation,0.485
34488,Chile,1991,October,Carbon dioxide,32360.885,Temperature change,-0.302
34489,Chile,1991,October,Carbon dioxide,32360.885,Standard Deviation,0.365
34490,Chile,1991,November,Carbon dioxide,32360.885,Temperature change,-0.103
34491,Chile,1991,November,Carbon dioxide,32360.885,Standard Deviation,0.42
34492,Chile,1991,December,Carbon dioxide,32360.885,Temperature change,-1.084
34493,Chile,1991,December,Carbon dioxide,32360.885,Standard Deviation,0.516
34494,Chile,1992,January,Carbon dioxide,33890.986000000004,Temperature change,0.734
34495,Chile,1992,January,Carbon dioxide,33890.986000000004,Standard Deviation,0.577
34496,Chile,1992,February,Carbon dioxide,33890.986000000004,Temperature change,-0.393
34497,Chile,1992,February,Carbon dioxide,33890.986000000004,Standard Deviation,0.543
34498,Chile,1992,March,Carbon dioxide,33890.986000000004,Temperature change,1.024
34499,Chile,1992,March,Carbon dioxide,33890.986000000004,Standard Deviation,0.574
34500,Chile,1992,April,Carbon dioxide,33890.986000000004,Temperature change,0.309
34501,Chile,1992,April,Carbon dioxide,33890.986000000004,Standard Deviation,0.601
34502,Chile,1992,May,Carbon dioxide,33890.986000000004,Temperature change,-0.156
34503,Chile,1992,May,Carbon dioxide,33890.986000000004,Standard Deviation,0.521
34504,Chile,1992,June,Carbon dioxide,33890.986000000004,Temperature change,-0.477
34505,Chile,1992,June,Carbon dioxide,33890.986000000004,Standard Deviation,0.639
34506,Chile,1992,July,Carbon dioxide,33890.986000000004,Temperature change,-1.326
34507,Chile,1992,July,Carbon dioxide,33890.986000000004,Standard Deviation,0.661
34508,Chile,1992,August,Carbon dioxide,33890.986000000004,Temperature change,0.045
34509,Chile,1992,August,Carbon dioxide,33890.986000000004,Standard Deviation,0.509
34510,Chile,1992,September,Carbon dioxide,33890.986000000004,Temperature change,-0.143
34511,Chile,1992,September,Carbon dioxide,33890.986000000004,Standard Deviation,0.485
34512,Chile,1992,October,Carbon dioxide,33890.986000000004,Temperature change,-0.185
34513,Chile,1992,October,Carbon dioxide,33890.986000000004,Standard Deviation,0.365
34514,Chile,1992,November,Carbon dioxide,33890.986000000004,Temperature change,0.071
34515,Chile,1992,November,Carbon dioxide,33890.986000000004,Standard Deviation,0.42
34516,Chile,1992,December,Carbon dioxide,33890.986000000004,Temperature change,0.001
34517,Chile,1992,December,Carbon dioxide,33890.986000000004,Standard Deviation,0.516
34518,Chile,1993,January,Carbon dioxide,36359.515,Temperature change,0.071
34519,Chile,1993,January,Carbon dioxide,36359.515,Standard Deviation,0.577
34520,Chile,1993,February,Carbon dioxide,36359.515,Temperature change,0.422
34521,Chile,1993,February,Carbon dioxide,36359.515,Standard Deviation,0.543
34522,Chile,1993,March,Carbon dioxide,36359.515,Temperature change,0.582
34523,Chile,1993,March,Carbon dioxide,36359.515,Standard Deviation,0.574
34524,Chile,1993,April,Carbon dioxide,36359.515,Temperature change,0.145
34525,Chile,1993,April,Carbon dioxide,36359.515,Standard Deviation,0.601
34526,Chile,1993,May,Carbon dioxide,36359.515,Temperature change,-0.478
34527,Chile,1993,May,Carbon dioxide,36359.515,Standard Deviation,0.521
34528,Chile,1993,June,Carbon dioxide,36359.515,Temperature change,-0.164
34529,Chile,1993,June,Carbon dioxide,36359.515,Standard Deviation,0.639
34530,Chile,1993,July,Carbon dioxide,36359.515,Temperature change,-0.167
34531,Chile,1993,July,Carbon dioxide,36359.515,Standard Deviation,0.661
34532,Chile,1993,August,Carbon dioxide,36359.515,Temperature change,0.651
34533,Chile,1993,August,Carbon dioxide,36359.515,Standard Deviation,0.509
34534,Chile,1993,September,Carbon dioxide,36359.515,Temperature change,0.297
34535,Chile,1993,September,Carbon dioxide,36359.515,Standard Deviation,0.485
34536,Chile,1993,October,Carbon dioxide,36359.515,Temperature change,0.59
34537,Chile,1993,October,Carbon dioxide,36359.515,Standard Deviation,0.365
34538,Chile,1993,November,Carbon dioxide,36359.515,Temperature change,-0.028
34539,Chile,1993,November,Carbon dioxide,36359.515,Standard Deviation,0.42
34540,Chile,1993,December,Carbon dioxide,36359.515,Temperature change,-0.238
34541,Chile,1993,December,Carbon dioxide,36359.515,Standard Deviation,0.516
34542,Chile,1994,January,Carbon dioxide,38724.828,Temperature change,0.578
34543,Chile,1994,January,Carbon dioxide,38724.828,Standard Deviation,0.577
34544,Chile,1994,February,Carbon dioxide,38724.828,Temperature change,-0.467
34545,Chile,1994,February,Carbon dioxide,38724.828,Standard Deviation,0.543
34546,Chile,1994,March,Carbon dioxide,38724.828,Temperature change,0.431
34547,Chile,1994,March,Carbon dioxide,38724.828,Standard Deviation,0.574
34548,Chile,1994,April,Carbon dioxide,38724.828,Temperature change,0.182
34549,Chile,1994,April,Carbon dioxide,38724.828,Standard Deviation,0.601
34550,Chile,1994,May,Carbon dioxide,38724.828,Temperature change,0.184
34551,Chile,1994,May,Carbon dioxide,38724.828,Standard Deviation,0.521
34552,Chile,1994,June,Carbon dioxide,38724.828,Temperature change,0.903
34553,Chile,1994,June,Carbon dioxide,38724.828,Standard Deviation,0.639
34554,Chile,1994,July,Carbon dioxide,38724.828,Temperature change,-0.28
34555,Chile,1994,July,Carbon dioxide,38724.828,Standard Deviation,0.661
34556,Chile,1994,August,Carbon dioxide,38724.828,Temperature change,0.179
34557,Chile,1994,August,Carbon dioxide,38724.828,Standard Deviation,0.509
34558,Chile,1994,September,Carbon dioxide,38724.828,Temperature change,0.361
34559,Chile,1994,September,Carbon dioxide,38724.828,Standard Deviation,0.485
34560,Chile,1994,October,Carbon dioxide,38724.828,Temperature change,0.189
34561,Chile,1994,October,Carbon dioxide,38724.828,Standard Deviation,0.365
34562,Chile,1994,November,Carbon dioxide,38724.828,Temperature change,0.213
34563,Chile,1994,November,Carbon dioxide,38724.828,Standard Deviation,0.42
34564,Chile,1994,December,Carbon dioxide,38724.828,Temperature change,0.619
34565,Chile,1994,December,Carbon dioxide,38724.828,Standard Deviation,0.516
34566,Chile,1995,January,Carbon dioxide,41558.185,Temperature change,-0.159
34567,Chile,1995,January,Carbon dioxide,41558.185,Standard Deviation,0.577
34568,Chile,1995,February,Carbon dioxide,41558.185,Temperature change,-0.199
34569,Chile,1995,February,Carbon dioxide,41558.185,Standard Deviation,0.543
34570,Chile,1995,March,Carbon dioxide,41558.185,Temperature change,-0.236
34571,Chile,1995,March,Carbon dioxide,41558.185,Standard Deviation,0.574
34572,Chile,1995,April,Carbon dioxide,41558.185,Temperature change,0.616
34573,Chile,1995,April,Carbon dioxide,41558.185,Standard Deviation,0.601
34574,Chile,1995,May,Carbon dioxide,41558.185,Temperature change,0.619
34575,Chile,1995,May,Carbon dioxide,41558.185,Standard Deviation,0.521
34576,Chile,1995,June,Carbon dioxide,41558.185,Temperature change,0.098
34577,Chile,1995,June,Carbon dioxide,41558.185,Standard Deviation,0.639
34578,Chile,1995,July,Carbon dioxide,41558.185,Temperature change,-1.323
34579,Chile,1995,July,Carbon dioxide,41558.185,Standard Deviation,0.661
34580,Chile,1995,August,Carbon dioxide,41558.185,Temperature change,-1.095
34581,Chile,1995,August,Carbon dioxide,41558.185,Standard Deviation,0.509
34582,Chile,1995,September,Carbon dioxide,41558.185,Temperature change,-0.127
34583,Chile,1995,September,Carbon dioxide,41558.185,Standard Deviation,0.485
34584,Chile,1995,October,Carbon dioxide,41558.185,Temperature change,0.163
34585,Chile,1995,October,Carbon dioxide,41558.185,Standard Deviation,0.365
34586,Chile,1995,November,Carbon dioxide,41558.185,Temperature change,-0.008
34587,Chile,1995,November,Carbon dioxide,41558.185,Standard Deviation,0.42
34588,Chile,1995,December,Carbon dioxide,41558.185,Temperature change,0.981
34589,Chile,1995,December,Carbon dioxide,41558.185,Standard Deviation,0.516
34590,Chile,1996,January,Carbon dioxide,47608.085,Temperature change,-0.528
34591,Chile,1996,January,Carbon dioxide,47608.085,Standard Deviation,0.577
34592,Chile,1996,February,Carbon dioxide,47608.085,Temperature change,-0.621
34593,Chile,1996,February,Carbon dioxide,47608.085,Standard Deviation,0.543
34594,Chile,1996,March,Carbon dioxide,47608.085,Temperature change,0.245
34595,Chile,1996,March,Carbon dioxide,47608.085,Standard Deviation,0.574
34596,Chile,1996,April,Carbon dioxide,47608.085,Temperature change,-0.375
34597,Chile,1996,April,Carbon dioxide,47608.085,Standard Deviation,0.601
34598,Chile,1996,May,Carbon dioxide,47608.085,Temperature change,0.694
34599,Chile,1996,May,Carbon dioxide,47608.085,Standard Deviation,0.521
34600,Chile,1996,June,Carbon dioxide,47608.085,Temperature change,-0.756
34601,Chile,1996,June,Carbon dioxide,47608.085,Standard Deviation,0.639
34602,Chile,1996,July,Carbon dioxide,47608.085,Temperature change,0.633
34603,Chile,1996,July,Carbon dioxide,47608.085,Standard Deviation,0.661
34604,Chile,1996,August,Carbon dioxide,47608.085,Temperature change,0.659
34605,Chile,1996,August,Carbon dioxide,47608.085,Standard Deviation,0.509
34606,Chile,1996,September,Carbon dioxide,47608.085,Temperature change,0.797
34607,Chile,1996,September,Carbon dioxide,47608.085,Standard Deviation,0.485
34608,Chile,1996,October,Carbon dioxide,47608.085,Temperature change,0.247
34609,Chile,1996,October,Carbon dioxide,47608.085,Standard Deviation,0.365
34610,Chile,1996,November,Carbon dioxide,47608.085,Temperature change,0.087
34611,Chile,1996,November,Carbon dioxide,47608.085,Standard Deviation,0.42
34612,Chile,1996,December,Carbon dioxide,47608.085,Temperature change,0.234
34613,Chile,1996,December,Carbon dioxide,47608.085,Standard Deviation,0.516
34614,Chile,1997,January,Carbon dioxide,54408.844000000005,Temperature change,0.42
34615,Chile,1997,January,Carbon dioxide,54408.844000000005,Standard Deviation,0.577
34616,Chile,1997,February,Carbon dioxide,54408.844000000005,Temperature change,-0.821
34617,Chile,1997,February,Carbon dioxide,54408.844000000005,Standard Deviation,0.543
34618,Chile,1997,March,Carbon dioxide,54408.844000000005,Temperature change,0.719
34619,Chile,1997,March,Carbon dioxide,54408.844000000005,Standard Deviation,0.574
34620,Chile,1997,April,Carbon dioxide,54408.844000000005,Temperature change,1.102
34621,Chile,1997,April,Carbon dioxide,54408.844000000005,Standard Deviation,0.601
34622,Chile,1997,May,Carbon dioxide,54408.844000000005,Temperature change,1.162
34623,Chile,1997,May,Carbon dioxide,54408.844000000005,Standard Deviation,0.521
34624,Chile,1997,June,Carbon dioxide,54408.844000000005,Temperature change,1.517
34625,Chile,1997,June,Carbon dioxide,54408.844000000005,Standard Deviation,0.639
34626,Chile,1997,July,Carbon dioxide,54408.844000000005,Temperature change,1.126
34627,Chile,1997,July,Carbon dioxide,54408.844000000005,Standard Deviation,0.661
34628,Chile,1997,August,Carbon dioxide,54408.844000000005,Temperature change,1.388
34629,Chile,1997,August,Carbon dioxide,54408.844000000005,Standard Deviation,0.509
34630,Chile,1997,September,Carbon dioxide,54408.844000000005,Temperature change,0.721
34631,Chile,1997,September,Carbon dioxide,54408.844000000005,Standard Deviation,0.485
34632,Chile,1997,October,Carbon dioxide,54408.844000000005,Temperature change,0.12
34633,Chile,1997,October,Carbon dioxide,54408.844000000005,Standard Deviation,0.365
34634,Chile,1997,November,Carbon dioxide,54408.844000000005,Temperature change,0.394
34635,Chile,1997,November,Carbon dioxide,54408.844000000005,Standard Deviation,0.42
34636,Chile,1997,December,Carbon dioxide,54408.844000000005,Temperature change,0.444
34637,Chile,1997,December,Carbon dioxide,54408.844000000005,Standard Deviation,0.516
34638,Chile,1998,January,Carbon dioxide,55349.858,Temperature change,0.561
34639,Chile,1998,January,Carbon dioxide,55349.858,Standard Deviation,0.577
34640,Chile,1998,February,Carbon dioxide,55349.858,Temperature change,0.787
34641,Chile,1998,February,Carbon dioxide,55349.858,Standard Deviation,0.543
34642,Chile,1998,March,Carbon dioxide,55349.858,Temperature change,0.654
34643,Chile,1998,March,Carbon dioxide,55349.858,Standard Deviation,0.574
34644,Chile,1998,April,Carbon dioxide,55349.858,Temperature change,0.913
34645,Chile,1998,April,Carbon dioxide,55349.858,Standard Deviation,0.601
34646,Chile,1998,May,Carbon dioxide,55349.858,Temperature change,1.235
34647,Chile,1998,May,Carbon dioxide,55349.858,Standard Deviation,0.521
34648,Chile,1998,June,Carbon dioxide,55349.858,Temperature change,1.206
34649,Chile,1998,June,Carbon dioxide,55349.858,Standard Deviation,0.639
34650,Chile,1998,July,Carbon dioxide,55349.858,Temperature change,1.367
34651,Chile,1998,July,Carbon dioxide,55349.858,Standard Deviation,0.661
34652,Chile,1998,August,Carbon dioxide,55349.858,Temperature change,0.411
34653,Chile,1998,August,Carbon dioxide,55349.858,Standard Deviation,0.509
34654,Chile,1998,September,Carbon dioxide,55349.858,Temperature change,-0.555
34655,Chile,1998,September,Carbon dioxide,55349.858,Standard Deviation,0.485
34656,Chile,1998,October,Carbon dioxide,55349.858,Temperature change,0.638
34657,Chile,1998,October,Carbon dioxide,55349.858,Standard Deviation,0.365
34658,Chile,1998,November,Carbon dioxide,55349.858,Temperature change,-0.096
34659,Chile,1998,November,Carbon dioxide,55349.858,Standard Deviation,0.42
34660,Chile,1998,December,Carbon dioxide,55349.858,Temperature change,0.149
34661,Chile,1998,December,Carbon dioxide,55349.858,Standard Deviation,0.516
34662,Chile,1999,January,Carbon dioxide,58181.134000000005,Temperature change,-0.034
34663,Chile,1999,January,Carbon dioxide,58181.134000000005,Standard Deviation,0.577
34664,Chile,1999,February,Carbon dioxide,58181.134000000005,Temperature change,0.607
34665,Chile,1999,February,Carbon dioxide,58181.134000000005,Standard Deviation,0.543
34666,Chile,1999,March,Carbon dioxide,58181.134000000005,Temperature change,-0.07
34667,Chile,1999,March,Carbon dioxide,58181.134000000005,Standard Deviation,0.574
34668,Chile,1999,April,Carbon dioxide,58181.134000000005,Temperature change,-0.131
34669,Chile,1999,April,Carbon dioxide,58181.134000000005,Standard Deviation,0.601
34670,Chile,1999,May,Carbon dioxide,58181.134000000005,Temperature change,0.192
34671,Chile,1999,May,Carbon dioxide,58181.134000000005,Standard Deviation,0.521
34672,Chile,1999,June,Carbon dioxide,58181.134000000005,Temperature change,-0.358
34673,Chile,1999,June,Carbon dioxide,58181.134000000005,Standard Deviation,0.639
34674,Chile,1999,July,Carbon dioxide,58181.134000000005,Temperature change,0.03
34675,Chile,1999,July,Carbon dioxide,58181.134000000005,Standard Deviation,0.661
34676,Chile,1999,August,Carbon dioxide,58181.134000000005,Temperature change,0.484
34677,Chile,1999,August,Carbon dioxide,58181.134000000005,Standard Deviation,0.509
34678,Chile,1999,September,Carbon dioxide,58181.134000000005,Temperature change,0.505
34679,Chile,1999,September,Carbon dioxide,58181.134000000005,Standard Deviation,0.485
34680,Chile,1999,October,Carbon dioxide,58181.134000000005,Temperature change,0.622
34681,Chile,1999,October,Carbon dioxide,58181.134000000005,Standard Deviation,0.365
34682,Chile,1999,November,Carbon dioxide,58181.134000000005,Temperature change,0.331
34683,Chile,1999,November,Carbon dioxide,58181.134000000005,Standard Deviation,0.42
34684,Chile,1999,December,Carbon dioxide,58181.134000000005,Temperature change,-0.211
34685,Chile,1999,December,Carbon dioxide,58181.134000000005,Standard Deviation,0.516
34686,Chile,2000,January,Carbon dioxide,55116.890999999996,Temperature change,-0.039
34687,Chile,2000,January,Carbon dioxide,55116.890999999996,Standard Deviation,0.577
34688,Chile,2000,February,Carbon dioxide,55116.890999999996,Temperature change,-0.497
34689,Chile,2000,February,Carbon dioxide,55116.890999999996,Standard Deviation,0.543
34690,Chile,2000,March,Carbon dioxide,55116.890999999996,Temperature change,-0.479
34691,Chile,2000,March,Carbon dioxide,55116.890999999996,Standard Deviation,0.574
34692,Chile,2000,April,Carbon dioxide,55116.890999999996,Temperature change,0.278
34693,Chile,2000,April,Carbon dioxide,55116.890999999996,Standard Deviation,0.601
34694,Chile,2000,May,Carbon dioxide,55116.890999999996,Temperature change,-0.205
34695,Chile,2000,May,Carbon dioxide,55116.890999999996,Standard Deviation,0.521
34696,Chile,2000,June,Carbon dioxide,55116.890999999996,Temperature change,0.055
34697,Chile,2000,June,Carbon dioxide,55116.890999999996,Standard Deviation,0.639
34698,Chile,2000,July,Carbon dioxide,55116.890999999996,Temperature change,-0.633
34699,Chile,2000,July,Carbon dioxide,55116.890999999996,Standard Deviation,0.661
34700,Chile,2000,August,Carbon dioxide,55116.890999999996,Temperature change,0.074
34701,Chile,2000,August,Carbon dioxide,55116.890999999996,Standard Deviation,0.509
34702,Chile,2000,September,Carbon dioxide,55116.890999999996,Temperature change,-0.786
34703,Chile,2000,September,Carbon dioxide,55116.890999999996,Standard Deviation,0.485
34704,Chile,2000,October,Carbon dioxide,55116.890999999996,Temperature change,0.023
34705,Chile,2000,October,Carbon dioxide,55116.890999999996,Standard Deviation,0.365
34706,Chile,2000,November,Carbon dioxide,55116.890999999996,Temperature change,-0.72
34707,Chile,2000,November,Carbon dioxide,55116.890999999996,Standard Deviation,0.42
34708,Chile,2000,December,Carbon dioxide,55116.890999999996,Temperature change,-0.183
34709,Chile,2000,December,Carbon dioxide,55116.890999999996,Standard Deviation,0.516
34710,Chile,2001,January,Carbon dioxide,52826.096,Temperature change,0.001
34711,Chile,2001,January,Carbon dioxide,52826.096,Standard Deviation,0.577
34712,Chile,2001,February,Carbon dioxide,52826.096,Temperature change,0.34
34713,Chile,2001,February,Carbon dioxide,52826.096,Standard Deviation,0.543
34714,Chile,2001,March,Carbon dioxide,52826.096,Temperature change,-0.234
34715,Chile,2001,March,Carbon dioxide,52826.096,Standard Deviation,0.574
34716,Chile,2001,April,Carbon dioxide,52826.096,Temperature change,-0.148
34717,Chile,2001,April,Carbon dioxide,52826.096,Standard Deviation,0.601
34718,Chile,2001,May,Carbon dioxide,52826.096,Temperature change,-0.313
34719,Chile,2001,May,Carbon dioxide,52826.096,Standard Deviation,0.521
34720,Chile,2001,June,Carbon dioxide,52826.096,Temperature change,0.182
34721,Chile,2001,June,Carbon dioxide,52826.096,Standard Deviation,0.639
34722,Chile,2001,July,Carbon dioxide,52826.096,Temperature change,-0.347
34723,Chile,2001,July,Carbon dioxide,52826.096,Standard Deviation,0.661
34724,Chile,2001,August,Carbon dioxide,52826.096,Temperature change,0.632
34725,Chile,2001,August,Carbon dioxide,52826.096,Standard Deviation,0.509
34726,Chile,2001,September,Carbon dioxide,52826.096,Temperature change,0.072
34727,Chile,2001,September,Carbon dioxide,52826.096,Standard Deviation,0.485
34728,Chile,2001,October,Carbon dioxide,52826.096,Temperature change,0.609
34729,Chile,2001,October,Carbon dioxide,52826.096,Standard Deviation,0.365
34730,Chile,2001,November,Carbon dioxide,52826.096,Temperature change,-0.667
34731,Chile,2001,November,Carbon dioxide,52826.096,Standard Deviation,0.42
34732,Chile,2001,December,Carbon dioxide,52826.096,Temperature change,1.134
34733,Chile,2001,December,Carbon dioxide,52826.096,Standard Deviation,0.516
34734,Chile,2002,January,Carbon dioxide,53780.668,Temperature change,0.251
34735,Chile,2002,January,Carbon dioxide,53780.668,Standard Deviation,0.577
34736,Chile,2002,February,Carbon dioxide,53780.668,Temperature change,0.468
34737,Chile,2002,February,Carbon dioxide,53780.668,Standard Deviation,0.543
34738,Chile,2002,March,Carbon dioxide,53780.668,Temperature change,-0.338
34739,Chile,2002,March,Carbon dioxide,53780.668,Standard Deviation,0.574
34740,Chile,2002,April,Carbon dioxide,53780.668,Temperature change,-0.032
34741,Chile,2002,April,Carbon dioxide,53780.668,Standard Deviation,0.601
34742,Chile,2002,May,Carbon dioxide,53780.668,Temperature change,-0.091
34743,Chile,2002,May,Carbon dioxide,53780.668,Standard Deviation,0.521
34744,Chile,2002,June,Carbon dioxide,53780.668,Temperature change,-1.411
34745,Chile,2002,June,Carbon dioxide,53780.668,Standard Deviation,0.639
34746,Chile,2002,July,Carbon dioxide,53780.668,Temperature change,0.394
34747,Chile,2002,July,Carbon dioxide,53780.668,Standard Deviation,0.661
34748,Chile,2002,August,Carbon dioxide,53780.668,Temperature change,0.464
34749,Chile,2002,August,Carbon dioxide,53780.668,Standard Deviation,0.509
34750,Chile,2002,September,Carbon dioxide,53780.668,Temperature change,0.243
34751,Chile,2002,September,Carbon dioxide,53780.668,Standard Deviation,0.485
34752,Chile,2002,October,Carbon dioxide,53780.668,Temperature change,-0.047
34753,Chile,2002,October,Carbon dioxide,53780.668,Standard Deviation,0.365
34754,Chile,2002,November,Carbon dioxide,53780.668,Temperature change,-0.173
34755,Chile,2002,November,Carbon dioxide,53780.668,Standard Deviation,0.42
34756,Chile,2002,December,Carbon dioxide,53780.668,Temperature change,0.0
34757,Chile,2002,December,Carbon dioxide,53780.668,Standard Deviation,0.516
34758,Chile,2003,January,Carbon dioxide,54598.973,Temperature change,-0.011
34759,Chile,2003,January,Carbon dioxide,54598.973,Standard Deviation,0.577
34760,Chile,2003,February,Carbon dioxide,54598.973,Temperature change,-0.099
